dia_mes_ano,m,hora_minuto,irradiacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,temperatura,vento_dir,vento_vel,n
20191003,1,092100,0,20.03,1.4,0.5549999999999999,0.09,164.155,1.2349999999999999,0.105,0.02,0.63,0,315,0,2
20191003,3,095500,10.51,13.42,1.63,0.9,0.14,108.92,1.57,0.16,0.03,0.7,0,270,0,1
20191003,0,151300,12.49,13.7,0.86,0.31,0.05,112.45,0.75,0.06,0.01,0.63,0,270,0,1
20191003,1,151700,8.526666666666667,13.08,0.9166666666666666,0.36666666666666664,0.056666666666666664,107.19666666666667,0.8133333333333334,0.07,0.013333333333333334,0.5833333333333334,0,270,0,3
20191003,2,153100,7.508571428571429,12.275714285714287,0.8828571428571429,0.36,0.05714285714285714,100.57285714285715,0.7857142857142857,0.06857142857142857,0.012857142857142857,0.62,0,141.42857142857142,7.22,7
20191003,3,154500,30.74608695652174,9.651739130434782,0.7573913043478261,0.32913043478260867,0.051304347826086956,78.98304347826087,0.6847826086956522,0.06173913043478261,0.011304347826086957,0.07130434782608695,26.220434782608695,90,0.5695652173913044,23
20191003,0,160230,11.921111111111111,9.217777777777778,0.5155555555555555,0.15555555555555556,0.025555555555555554,75.7388888888889,0.43222222222222223,0.03,0.003333333333333333,0,27.473333333333333,90,0.58,9
20191003,0,170400,57.313,5.197,0.17200000000000001,0,0,42.867,0.118,0,0,4.788,11.837,162,0.45,10
20191003,1,171500,19.765333333333334,4.796,0.15933333333333333,0,0,39.56,0.10866666666666666,0,0,4.876666666666667,29.528,174,0.44266666666666665,15
20191003,2,173000,1.084,4.426666666666667,0.14666666666666667,0,0,36.50666666666667,0.09933333333333333,0,0,5.142666666666667,29.451333333333334,177,0.4693333333333333,15
20191003,3,174500,0.304,5.352666666666667,0.17866666666666667,0,0,44.160666666666664,0.12066666666666667,0,0,3.812666666666667,29.07,147,0.4686666666666667,15
20191003,0,180000,0.04,5.134,0.17,0,0,42.362,0.11666666666666667,0,0,17.201333333333334,28.400666666666666,81,0.4666666666666667,15
20191003,1,181500,0,5.462,0.18133333333333335,0,0,45.06933333333333,0.124,0,0,12.945333333333334,28.11466666666667,75,0.46266666666666667,15
20191003,2,183000,0,4.512,0.15,0,0,37.218,0.10266666666666667,0,0,13.122666666666667,28.02,78,0.4686666666666667,15
20191003,3,184500,0,3.9873333333333334,0.13266666666666668,0,0,32.89266666666666,0.09066666666666667,0,0,13.654666666666667,27.649333333333335,81,0.466,15
20191003,0,190000,0,4.2299999999999995,0.14266666666666666,0,0,34.904666666666664,0.09533333333333334,0,0,12.058666666666667,27.464,75,0.44733333333333336,15
20191003,1,191500,0,4.027333333333333,0.134,0,0,33.226,0.09133333333333334,0,0,7.536666666666667,27.439333333333334,81,0.464,15
20191003,2,193000,0.34400000000000003,3.9226666666666667,0.13066666666666668,0,0,32.35466666666667,0.08933333333333333,0,0,5.674666666666667,27.558666666666667,66,0.46599999999999997,15
20191003,3,194500,0.5686666666666667,4.259333333333333,0.14066666666666666,0,0,35.14533333333333,0.09733333333333334,0,0,6.65,27.867333333333335,96,0.4646666666666667,15
20191003,0,200000,0,4.027333333333333,0.13333333333333333,0,0,33.226,0.09066666666666666,0,0,3.546666666666667,27.724666666666668,102,0.444,15
20191003,1,201500,0,3.978,0.13333333333333333,0,0,32.834,0.09066666666666666,0,0,5.408666666666667,27.711333333333332,90,0.46066666666666667,15
20191003,2,203000,0,4.0873333333333335,0.136,0,0,33.718666666666664,0.09266666666666666,0,0,5.586,27.802,105,0.4553333333333333,15
20191003,3,204500,0.516,4.410666666666667,0.14733333333333334,0,0,36.386,0.09933333333333334,0,0,8.157333333333334,27.878666666666668,105,0.44866666666666666,15
20191003,0,210000,0.252,4.683333333333334,0.15733333333333333,0,0,38.641999999999996,0.10533333333333333,0,0,6.738666666666667,27.678666666666665,108,0.44333333333333336,15
20191003,1,211500,0,4.842,0.16066666666666668,0,0,39.938,0.11066666666666666,0,0,3.724,27.433333333333334,81,0.4653333333333333,15
20191003,2,213000,0,4.634,0.154,0,0,38.242,0.106,0,0,3.1033333333333335,26.811333333333334,261,0.4633333333333333,15
20191003,3,214500,0,5.075333333333333,0.17,0,0,41.87,0.11466666666666667,0,0,0.532,26.008666666666667,270,0.4726666666666666,15
20191003,0,220000,0,6.072,0.202,0,0,50.09866666666667,0.138,0,0,1.4186666666666667,25.504,213,0.47533333333333333,15
